2015,9,2,0.161595446365044,0.15494823019504
2015,13,4,0.183029095063319,0.153617038638867
2016,2,2,0.166081584891284,0.149367336449742
2013,10,4,0.16690200508331,0.137505816658911
2011,11,4,0.17691601652134,0.129805264043998
2011,7,3,0.156366344005957,0.128931032130432
2016,53,6,0.363908808733811,0.259423164962613
2011,2,0,0.114350851931845,0.105806594870656
2011,9,6,0.141057190668373,0.122489101632618
2012,2,1,0.120412722050846,0.111907468736098
2016,10,1,0.1395711211694,0.109727285985125
2012,8,2,0.152480770856225,0.137113323706012
2014,2,4,0.212769728388498,0.198733600960146
2017,1,6,0.0646877409406322,0.0597004304977408
2012,5,5,0.157148709545268,0.145495922624692
2016,53,5,0.237718077705234,0.169464367465283
2014,9,3,0.132983859842737,0.12347102145373
2016,4,4,0.180494905385735,0.166373165618449
2014,3,0,0.0988056773597969,0.0894162489557226
2013,10,6,0.164748658571025,0.135731735691019
2016,13,3,0.264090514532012,0.217572499506806
2012,2,3,0.110732900755239,0.102911373634521
2017,3,2,0.157327963579058,0.126641452700322
2016,9,2,0.197062270879573,0.176328825813362
2011,10,3,0.164669200038975,0.129930037672023
2017,2,6,0.0454849677402083,0.0406226090283091
2012,12,3,0.156898938624827,0.121356335514575
2013,9,4,0.175602486278216,0.160333211642494
2015,11,0,0.11896102556166,0.0966167382423798
2011,13,4,0.221169504071058,0.195524146054181
2013,1,6,0.163813918549123,0.145166658741857
2014,3,5,0.16307985229633,0.147582497911445
2016,6,6,0.0537393810679612,0.0514617759215544
2012,1,0,0.146266956611784,0.129266953418139
2016,9,6,0.105364223546722,0.094278573660017
2011,12,1,0.137647155676299,0.110508922670192
2015,14,2,0.476697552205781,0.396343566747154
2013,6,5,0.121352685919497,0.11410080545883
2014,5,3,0.1064619365382,0.0994339862630374
2012,8,0,0.121460569689798,0.109219426921031
2016,1,5,0.160377879675156,0.147296851612249
2013,12,3,0.183637616259042,0.1519669327252
2017,6,1,0.167453460407945,0.145451732074815
2012,8,3,0.184811089510608,0.166185300600441
2012,3,2,0.161643519852475,0.153178243774574
2016,2,4,0.181946825591205,0.163635918647055
2013,13,6,0.15767016593295,0.116449491033689
2015,3,5,0.19113224701028,0.178394255874674
2014,12,6,0.187385822527028,0.15082196403606
2015,10,6,0.136143159877561,0.122833106730116
2017,11,3,0.110847377165915,0.0866373370083749
2014,2,2,0.10195400770969,0.0952282415263005
2012,7,3,0.176302860150904,0.156759497620719
2012,10,5,0.153926740749055,0.132108795478629
2014,3,1,0.178484883452573,0.161523600668338
2017,1,2,0.135582112567463,0.125128971430604
2015,9,4,0.143347423931695,0.137450838751104
2014,7,5,0.099149093599704,0.0942050818519634
2016,4,0,0.285116448326055,0.262809224318658
2016,2,3,0.14556290309413,0.130913629800044
2014,8,3,0.149827799972448,0.133585536012577
2012,12,1,0.15886786648208,0.122879238548483
2011,12,3,0.157569770313658,0.12650363516193
2015,10,2,0.175465034141747,0.158310673011557
2015,7,5,0.13323097918799,0.125405440123318
2014,6,0,0.10420884389984,0.0996806414350751
2017,9,3,0.186302879977952,0.161509974913391
2014,10,5,0.182542366512607,0.153133274492498
2017,12,5,0.145851792186871,0.105364987925868
2015,2,5,0.182401547116737,0.1743404469837
2015,6,3,0.177670893455764,0.164029280370311
2014,2,6,0.0836102618636182,0.0780946074576832
2016,11,1,0.141681596600142,0.114406351983313
2011,6,6,0.117770034843206,0.106003584229391
2017,5,2,0.174269005847953,0.15905278522101
2016,12,6,0.126307349665924,0.0909569144704765
2017,7,0,0.123327827280553,0.0913288424099375
2012,4,3,0.165669098693696,0.147073653182329
2017,7,5,0.15045483097969,0.111417397446721
2013,1,2,0.0839190856897569,0.0743664114878037
2014,12,1,0.0369860141954419,0.0297690787253531
2015,12,1,0.17040202522238,0.134323166489693
2016,3,4,0.236879594278876,0.231652270827529
