2012,1,4,0.162006834420628,0.143177450352338
2016,2,0,0.0760334176939614,0.0683815071342911
2017,5,0,0.103735529299439,0.0946779077620199
2012,11,3,0.164895930413172,0.127287115416896
2012,1,1,0.0883297090193642,0.0780635124004759
2013,11,5,0.166784656970009,0.13779443824108
2013,6,4,0.161342211581625,0.151700608490732
2015,2,2,0.0897063994374121,0.0857418921189716
2011,3,5,0.17969804836136,0.167352537722908
2017,10,2,0.156803766429085,0.12828560219694
2011,9,2,0.16792991436165,0.145824429438414
2014,8,4,0.170877531340405,0.152353345779699
2015,12,0,0.126669298836426,0.0998498773388012
2016,7,6,0.18929344883595,0.165551938443326
2014,13,0,0.0311124156149105,0.0282751492114301
2013,7,0,0.0750667259786477,0.0680009402599147
2012,12,0,0.106475926780495,0.082355740630577
2016,9,5,0.126486944811591,0.113178917302629
2013,6,1,0.143049528654796,0.134501072772678
2012,9,2,0.17651842657193,0.157729671842729
2013,6,3,0.177165943438576,0.166578734479969
2017,5,4,0.172096908939014,0.157070343986232
2014,1,3,0.209976376521897,0.186506335243322
2013,3,0,0.151468258354519,0.13024331516918
2011,12,0,0.100436321725529,0.0806345009914078
2016,12,1,0.120124721603563,0.0865046575483076
2015,6,0,0.15137735024049,0.139754561601808
2015,5,0,0.123090481786134,0.118625473334041
2015,8,5,0.185137683892871,0.178706670550539
2017,2,0,0.104730543731427,0.0935348125478194
2012,4,5,0.138931364410852,0.123337082573789
2014,13,6,0.0737819195773408,0.0670534493681438
2014,11,4,0.0982714138286894,0.0794137269618881
2016,12,5,0.159251670378619,0.114680900202725
2014,5,6,0.158041672341005,0.147608750953956
2012,11,2,0.157564461012737,0.121627778710343
2014,11,6,0.173271413828689,0.140021682928863
2013,8,3,0.17388418782147,0.15899264203899
2015,3,0,0.0794111476327016,0.0741187989556136
2013,3,6,0.139088463947533,0.119598276517552
2012,7,6,0.126381821372171,0.112372259926671
2014,1,5,0.141650009085953,0.125817125332903
2015,6,6,0.124384200553855,0.11483395231175
2011,7,1,0.14048150905932,0.115833276485436
2014,11,2,0.184184726522188,0.148840797264615
2016,12,3,0.177461024498886,0.127793887448998
2017,9,0,0.0851132240135961,0.0737864850874049
2012,8,5,0.13667483729186,0.122900357224291
2016,8,2,0.0741001289717435,0.0650691101902139
2017,9,1,0.168274309861743,0.145880619599411
2012,2,2,0.181842357196043,0.168998072265335
2012,13,4,0.187566456369178,0.155008787346221
2016,8,3,0.0941493727283386,0.0826748346245914
2017,11,0,0.127462615713268,0.0996236616134846
2017,8,0,0.0870001574307305,0.0652565389384188
2015,10,4,0.0247233341182011,0.0223062542488103
2013,4,6,0.131442512961269,0.121039082611748
2016,13,1,0.207878116675147,0.171261590057211
2013,7,6,0.0948991696322657,0.085966620773028
2017,3,3,0.198739275083173,0.159975569076088
2013,7,1,0.152617141162515,0.138251788172874
2013,6,0,0.11641478377974,0.109457986001196
2013,2,3,0.155794745057232,0.138588371420307
2013,4,4,0.123411609230456,0.113643809969576
2017,4,6,0.104521243651678,0.0936369487538007
2017,3,1,0.114019728010273,0.09178040358007
2013,1,4,0.19187637495305,0.170034710665209
2013,13,1,0.062614290551981,0.0462446539779406
2014,6,3,0.130847096430474,0.125161377998233
2014,5,4,0.140984611194335,0.131677690155177
2015,6,4,0.143244425010931,0.132246084288713
2015,12,5,0.0651462015467868,0.05135293471495
2012,11,6,0.1452935694315,0.11215558379895
